id;pregunta;a;b;c;d;correcta;tema;doc;categoria_ope;fuente;fecha_incorporacion;aciertos;apariciones;porcentaje_aciertos
365;La definicion correcta de Los investigadores tambien examinan como el tratamiento es:.;absorbido, distribuido, metabolizado y excretado por el cuerpo (farmacocinetica).;Una normativa de salud publica;Un procedimiento de control sanitario;Un proceso administrativo complejo;A;Investigacion;Generada: Temario Oposicion MIR Medicina Preventiva_extracted;mir_medicina_preventiva;original;2025-09-18;0;0;0
366;Cual es 80, lo que significa que el estudio tiene un?;65 %;40 %;80 %;85 %;C;Investigacion;Generada: Temario Oposicion MIR Medicina Preventiva_extracted;mir_medicina_preventiva;original;2025-09-18;0;0;0
371;LEGISLACION SOBRE MEDIDAS DE SEGURIDAD DE PACIENTES QUE RECIBAN ASISTENCIA EN LOS CENTROS SANITARIOS UBICADOS EN EUSKADI:.;Decreto 78/2016 de 17 de mayo;Decreto 34/2015 de 20 de marzo;Real Decreto 1030/2006 de 15 de septiembre;Decreto 5/2017 de 20 de enero;A;Legislacion;examen 1;leyes;original;2025-09-18;0;0;0
372;SEGUN LA LEGISLACION SOBRE SEGURIDAD DEL PACIENTE EN TODO CENTRO DEBE EXISTIR UNA PERSONA COMO REFERENTE DE SEGURIDAD. CUANTOS ANOS DURARA SU NOMBRAMIENTO INICIALMENTE?;3;2;4;6;B;Legislacion;examen 1;leyes;original;2025-09-18;0;0;0
373;En relacion con la Ley 41/2002, de 14 de noviembre, basica reguladora de la autonomia del paciente y de derechos y obligaciones en materia de informacion y 3 documentacion clinica, senale la respuesta INCORRECTA:.;El paciente tiene derecho a negarse al tratamiento, excepto en los casos determinados por la Ley.;El paciente tiene derecho a revocar libremente y por escrito su decision.;El medico podra llevar a cabo las actuaciones clinicas indispensables en favor de la salud del paciente, si el riesgo para la salud publica lo exige.;El medico tiene el deber de facilitar toda la informacion, incluso en caso de renuncia informada del paciente.;A;Legislacion;examen 2;leyes;original;2025-09-18;0;0;0
374;Cual de los siguientes principios NO figura entre los principios generales de la Ley 14/1986, de 25 de abril, General de Sanidad?:?;La universalizacion de la asistencia sanitaria.;La financiacion publica del sistema sanitario.;La integracion de las actuaciones de promocion, prevencion, curacion y rehabilitacion.;La libre eleccion de medico y centro sanitario por parte del usuario.;B;Legislacion;examen 2;leyes;original;2025-09-18;0;0;0
375;En relacion con la Ley de Proteccion de Datos Personales y garantia de los derechos digitales, senale la afirmacion CORRECTA:.;Los datos de salud son considerados datos de categoria especial y requieren un consentimiento explicito para su tratamiento.;Los datos de salud pueden ser tratados libremente con fines de investigacion sin necesidad de consentimiento.;El paciente no tiene derecho a acceder a su historia clinica si esta contiene datos de otros profesionales sanitarios.;La obligacion de secreto profesional del personal sanitario no se ve afectada por la Ley de Proteccion de Datos.;A;Legislacion;examen 2;leyes;original;2025-09-18;0;0;0
376;Cual de los siguientes NO es un derecho del paciente segun la Ley 41/2002?:?;Derecho a la informacion asistencial.;Derecho a la autonomia.;Derecho a la confidencialidad.;Derecho a recibir asistencia sanitaria gratuita en cualquier centro.;D;Legislacion;examen 2;leyes;original;2025-09-18;0;0;0
377;Senale la respuesta CORRECTA en relacion con el Reglamento Sanitario Internacional (RSI):.;Es un instrumento juridicamente vinculante para todos los Estados miembros de la Organizacion Mundial de la Salud (OMS).;Su objetivo principal es prevenir la propagacion internacional de enfermedades.;Establece los procedimientos para la notificacion de eventos que puedan constituir una emergencia de salud publica de importancia internacional.;Todas las anteriores son correctas.;D;Legislacion;examen 2;leyes;original;2025-09-18;0;0;0
378;Vigencia actual de la Ley de salud publica de Navarra:.;2020-2023;2022-2025;2021-2024;Ninguna;B;Legislacion;navarra2024;leyes;original;2025-09-18;0;0;0
379;Responsable del CMBD en Navarra (Decreto Foral 11/2003):.;Jefe de Admision;Jefe de Documentacion Clinica;Director del centro;Ninguno;C;Legislacion;navarra2024;leyes;original;2025-09-18;0;0;0
380;Ley Organica 3/2018 (Proteccion de Datos):.;Acceso a historia clinica de menores;Consentimiento valido desde 16 anos;Menores de 14 requieren consentimiento parental;Edad de consentimiento: 12 anos;C;Legislacion;navarra2024;leyes;original;2025-09-18;0;0;0
381;Cual de los siguientes NO es un principio de la Ley Foral 10/1990, de 23 de noviembre, de Salud de Navarra?;Universalidad de la atencion;Equidad en el acceso;Integralidad de las actuaciones;Libre eleccion del profesional sanitario en todos los casos;D;Legislacion;navarra 2021?;leyes;original;2025-09-18;0;0;0
382;Cual de los siguientes NO es un derecho reconocido en la Ley 41/2002, de 14 de noviembre, basica reguladora de la autonomia del paciente?;Derecho a la informacion asistencial;Derecho a otorgar o revocar el consentimiento informado;Derecho a la confidencialidad de la informacion relacionada con su salud;Derecho a recibir cualquier tratamiento medico que solicite, independientemente de su indicacion;D;Legislacion;navarra 2021?;leyes;original;2025-09-18;0;0;0
383;Cual de los siguientes NO es un deber de las personas en materia de salud en la Comunidad Foral de Navarra segun la Ley Foral 17/2010?;Utilizar los servicios sanitarios de acuerdo con las normas establecidas;Colaborar en el cumplimiento de las obligaciones de las autoridades sanitarias;Mantener conductas responsables en relacion con la salud propia y ajena;Exigir la realizacion de pruebas diagnosticas innecesarias;D;Legislacion;navarra 2021?;leyes;original;2025-09-18;0;0;0
384;Cual de los siguientes NO es un principio de la Ley Organica 3/2007, de 22 de marzo, para la Igualdad efectiva de hombres y mujeres?;Igualdad de trato y de oportunidades;Integracion de la perspectiva de genero;Discriminacion positiva sin limitaciones;Transversalidad de genero;C;Legislacion;navarra 2021?;leyes;original;2025-09-18;0;0;0
385;Derecho NO contemplado en la Ley Foral 17/2010:.;Derecho al acompanamiento de un familiar.;Derecho a la libertad ideologica.;Derecho a asignacion de un interprete de lengua de signos.;Derecho a conocer el nivel de calidad de los centros.;B;Legislacion;navarra2021;leyes;original;2025-09-18;0;0;0
386;Cual de las siguientes NO es una caracteristica de la Ley Foral de Salud de Navarra?;Reconoce el derecho a la proteccion de la salud.;Regula el sistema sanitario publico de Navarra.;Establece un modelo de financiacion basado exclusivamente en impuestos.;Define los derechos y deberes de los usuarios del sistema sanitario.;C;Legislacion;navarra2021;leyes;original;2025-09-18;0;0;0
387;Cual de los siguientes NO es un derecho del paciente segun la Ley Foral de Salud de Navarra?;Derecho a la informacion sobre su salud.;Derecho a la confidencialidad de sus datos.;Derecho a recibir el tratamiento mas caro disponible.;Derecho a participar en las decisiones sobre su salud.;C;Legislacion;navarra2021;leyes;original;2025-09-18;0;0;0
388;cual NO es objeto de esta ley?;Regular los derechos y deberes de las personas en relacion con la salud;Regular los derechos y deberes de los profesionales del sistema sanitario publico de Navarra;Determinar criterios generales para su mayor eficacia;Regular la financiacion del sistema sanitario navarro;D;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
389;Cuantos objetivos principales tiene la Ley Foral 17/2010 segun su articulo 1?;Dos objetivos;Tres objetivos;Cuatro objetivos;Cinco objetivos;B;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
390;A que centros se aplica la Ley Foral 17/2010?;Solo a centros sanitarios publicos de Navarra;Solo a centros sanitarios privados de Navarra;A todos los centros sanitarios publicos o concertados ubicados en Navarra;Solo a hospitales de alta complejidad;C;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
391;la Ley Foral 17/2010 es de aplicacion a:.;Solo actuaciones asistenciales;Solo actuaciones preventivas;Solo investigacion cientifica;Toda actuacion sanitaria promotora, preventiva, asistencial o de investigacion en Navarra;D;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
392;Cual de los siguientes NO es un principio general de la Ley Foral 17/2010?;La equidad en el acceso a los servicios sanitarios;La accesibilidad universal;La gratuidad total de todos los servicios;El respeto a la autonomia de la voluntad del paciente;C;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
393;el principio de 'diseno para todos' significa que:.;Los servicios deben ser exclusivos para residentes en Navarra;Los servicios se deben concebir para que puedan ser utilizados por todas las personas;Solo se disenan servicios para personas con discapacidad;Los servicios son iguales en todas las comunidades autonomas;B;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
394;Cuantos principios generales establece el articulo 3 de la Ley Foral 17/2010?;8 principios;9 principios;10 principios;11 principios;D;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
395;El principio de accesibilidad universal en la Ley Foral 17/2010 supone:.;La estrategia de diseno para todos;Solo eliminar barreras arquitectonicas;Acceso gratuito a todos los servicios;Prioridad para personas mayores;A;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
396;las autoridades sanitarias pueden intervenir en caso de:.;Riesgos para la salud de terceras personas;Cualquier enfermedad individual;Solo enfermedades cronicas;Solo a peticion del paciente;A;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
397;Para controlar enfermedades transmisibles, las autoridades pueden adoptar medidas sobre:.;Solo las personas enfermas;Solo los contactos de personas enfermas;Solo el medio ambiente;Personas enfermas, sus contactos y el medio inmediato;D;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
398;Las intervenciones publicas por razones de salud publica deben respetar especialmente:.;Solo el derecho a la informacion;El derecho a la integridad fisica y moral, y a la intimidad personal;Solo el derecho a la libre circulacion;Solo el derecho a la propiedad privada;B;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
399;Cuando se puede exceptuar la exigencia de consentimiento previo segun el articulo 7?;Cuando existe riesgo serio para la salud publica;En cualquier urgencia medica;Cuando el medico lo considere oportuno;Nunca se puede exceptuar;A;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
400;En que fecha se aprobo la Ley Foral 17/2010 de derechos y deberes en salud?;8 de octubre de 2010;8 de noviembre de 2010;8 de diciembre de 2010;8 de enero de 2011;B;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
401;NO se puede discriminar por razon de:.;Nacimiento, etnia, raza o sexo;Religion u opinion;Cualquier condicion o circunstancia personal o social;Todas las anteriores;D;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
402;La Ley Foral 17/2010 establece como principio la participacion de las personas en:.;Solo en las actuaciones sanitarias relacionadas con su salud;Solo en la formulacion de la politica sanitaria;Solo en el control de la ejecucion de politicas;Tanto en la formulacion de la politica sanitaria como en el control de su ejecucion;D;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
403;Entre los principios de la Ley Foral 17/2010 se incluye la garantia de:.;Solo la calidad de los servicios;Solo la seguridad de las prestaciones;La calidad y seguridad de los servicios y prestaciones sanitarias;Solo la eficiencia economica;C;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
404;aunque exista excepcion al consentimiento, se debe facilitar a la persona:.;Informacion parcial;Solo informacion basica;Informacion completa y veraz;No es necesario informar;C;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
405;La Ley Foral 17/2010 regula los derechos y deberes de profesionales que desarrollan su actividad en:.;Cualquier centro sanitario de Espana;Solo hospitales publicos de Navarra;El sistema sanitario publico de Navarra;Solo centros de salud rurales;C;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
406;El principio de corresponsabilidad incluye:.;Solo el uso adecuado de prestaciones;Solo el respeto a los profesionales;Solo el cumplimiento de normas;El adecuado uso de prestaciones y recursos, y el respeto a profesionales y normas;D;Legislacion;Ley Foral 17_2010 (1).pdf;leyes;original;2025-09-18;0;0;0
407;Cual es el objeto de la Ley 41/2002 de autonomia del paciente?;Regular unicamente los derechos de los pacientes;Regular los derechos y obligaciones de pacientes, usuarios y profesionales en materia de autonomia del paciente;Regular solo la documentacion clinica;Regular exclusivamente el consentimiento informado;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
408;todo profesional que interviene en la actividad asistencial esta obligado a:.;Solo la correcta prestacion de sus tecnicas;Unicamente al cumplimiento de deberes de informacion;La correcta prestacion de tecnicas, cumplimiento de deberes de informacion y documentacion clinica, y respeto de las decisiones del paciente;Exclusivamente a documentar sus actuaciones;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
409;quien garantiza el cumplimiento del derecho a la informacion del paciente?;El medico responsable del paciente;Solo el jefe de servicio;Unicamente el director medico;Exclusivamente personal de enfermeria;A;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
410;Quienes son responsables de informar al paciente segun la Ley 41/2002?;Solo el medico responsable;Unicamente el personal de enfermeria;El medico responsable y los profesionales que le atiendan o apliquen una tecnica o procedimiento;Exclusivamente el jefe de servicio;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
411;en todos los centros debe asignarse a los pacientes:.;Solo un medico responsable;Un medico interlocutor principal y, en su caso, un enfermero responsable del seguimiento del plan de cuidados;Unicamente un enfermero de referencia;Un equipo multidisciplinar sin responsables especificos;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
412;En el ambito hospitalario, la asignacion del medico y enfermero responsable debe tener lugar:.;En las primeras 24 horas;En las primeras 48 horas;En el menor intervalo de tiempo posible tras el ingreso;Antes del alta hospitalaria;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
413;El articulo 13 de la Ley 41/2002 establece que en prestaciones como exploraciones, cuidados o higiene se debe:.;Informar a la familia;Respetar lo maximo posible la intimidad del cuerpo;Priorizar la eficiencia sobre la intimidad;Documentar todo el proceso;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
414;Cuales son los requisitos del consentimiento informado segun la Ley 41/2002?;Solo voluntariedad;Voluntariedad e informacion;Voluntariedad, informacion y comprension;Solo comprension;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
415;el consentimiento sera escrito en los siguientes casos EXCEPTO:.;Intervencion quirurgica;Procedimiento diagnostico invasor;Procedimientos con riesgos de notoria repercusion negativa;Administracion de medicacion oral habitual;D;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
416;En que casos se pueden realizar intervenciones sin consentimiento segun la Ley 41/2002?;Cuando el medico lo considere necesario;Riesgo para la salud publica o riesgo inmediato grave para la integridad del enfermo sin poder conseguir autorizacion;En cualquier situacion de urgencia;Cuando la familia lo solicite;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
417;El consentimiento por representacion se otorga cuando el paciente:.;Es menor de edad;Esta incapacitado legalmente;No es capaz de tomar decisiones o su estado no le permite hacerse cargo;Todas las anteriores;D;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
418;El documento de instrucciones previas puede otorgarlo:.;Cualquier persona;Una persona mayor de edad, capaz y libre;Solo personas con enfermedades terminales;Unicamente personas hospitalizadas;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
419;Las instrucciones previas NO seran aplicadas cuando sean:.;Contrarias al ordenamiento juridico o a la lex artis;Otorgadas por escrito;Firmadas ante notario;Revocables libremente;A;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
420;Las instrucciones previas deben constar:.;Verbalmente ante testigos;Por cualquier medio;Siempre por escrito;Solo ante notario;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
421;Las instrucciones previas pueden otorgarse ante:.;Solo ante notario;Notario, personal de la Administracion, o tres testigos mayores de edad;Cualquier profesional sanitario;Solo ante el medico responsable;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
422;El contenido minimo de enfermeria en la historia clinica incluye:.;Solo evolucion, con variaciones segun factores de riesgo;Solo aplicacion terapeutica;Evolucion, planificacion de cuidados, aplicacion terapeutica y grafico de constantes;Unicamente grafico de constantes;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
423;Cual es el tiempo minimo de custodia de la historia clinica segun la Ley 41/2002?;2 anos;3 anos;5 anos;10 anos;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
424;El personal de administracion y gestion puede acceder a la historia clinica:.;En cualquier momento;Solo a los datos relacionados con sus funciones;A toda la informacion clinica;Nunca puede acceder;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
425;Si el paciente no acepta el tratamiento prescrito debe:.;Abandonar el centro sin mas tramites;Firmar el alta voluntaria;Esperar autorizacion judicial;Comunicarlo a su familia;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
426;Si el paciente no firma el alta voluntaria:.;Puede permanecer ingresado indefinidamente;Se le expulsa inmediatamente;La direccion del centro puede dar el alta forzosa;Se avisa a la policia;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
427;El articulo 10.7 de la Ley General de Sanidad establece el derecho a que se asigne:.;Un medico cuyo nombre se dara a conocer;Un equipo medico anonimo;Solo un enfermero responsable;Un trabajador social;A;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
428;el derecho a la confidencialidad se refiere a:.;Solo el diagnostico;Toda informacion relacionada con su proceso y estancia;Unicamente los datos personales;Solo la informacion economica;B;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
429;Entre los deberes del usuario segun la Ley General de Sanidad NO se encuentra:.;Cumplir las prescripciones sanitarias;Cuidar las instalaciones;Pagar directamente todos los servicios;Responsabilizarse del uso adecuado de las prestaciones;C;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;leyes;original;2025-09-18;0;0;0
430;Los derechos y deberes de los usuarios del sistema sanitario tienen su fundamento en:.;El articulo 43 de la Constitucion;El articulo 15 de la Constitucion;El articulo 27 de la Constitucion;El articulo 53 de la Constitucion;A;Legislacion;D_Legislaci-n_LBR de la autonom-a del paciente.pdf;otros;original;2025-09-18;0;0;0
431;el personal del SNS-O puede percibir los siguientes tipos de retribuciones:.;Solo retribuciones basicas y complementarias;Retribuciones personales basicas, complementarias e indemnizaciones;Unicamente retribuciones basicas;Retribuciones basicas y por productividad;B;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
432;Cuales son las retribuciones personales basicas segun el articulo 6?;Sueldo inicial y complemento de destino;Sueldo inicial y premio de antiguedad;Premio de antiguedad y productividad;Complemento especifico y sueldo inicial;B;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
433;Las retribuciones personales basicas constituyen:.;Un incentivo temporal;Un complemento variable;Un derecho adquirido inherente a la condicion de funcionario o estatutario del SNS-O;Una gratificacion extraordinaria;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
434;Cual de las siguientes NO es una retribucion complementaria segun la Ley Foral 11/1992?;Complemento de destino;Complemento de capitacion;Plus de dispersion geografica;Complemento por trabajo nocturno;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
435;Cuantos tipos de complementos se incluyen como retribuciones complementarias?;5 complementos;6 complementos;7 complementos;8 complementos;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
436;Entre las retribuciones complementarias se encuentra:.;El premio de antiguedad;El complemento de productividad extraordinaria;La ayuda familiar;El complemento compensatorio;B;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
437;Cual de las siguientes se considera una indemnizacion o retribucion especial?;Complemento especifico;Complemento de destino;Plus de dispersion geografica;Complemento de capitacion;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
438;Las compensaciones por impartir docencia o cursos de formacion se consideran:.;Retribuciones basicas;Retribuciones complementarias;Indemnizaciones y otras retribuciones especiales;Complemento de productividad;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
439;los puestos vacantes del SNS-O se proveeran por:.;Solo concurso de meritos;Concurso-oposicion unicamente;Varios procedimientos incluidos concurso de meritos, libre designacion, etc.;Exclusivamente por oposicion libre;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
440;Cual NO es un procedimiento de provision de puestos segun el articulo 32?;Concurso de meritos;Adjudicacion provisional;Concurso-oposicion;Libre designacion;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
441;Entre los procedimientos de provision de puestos se incluye:.;Designacion interina;Sorteo publico;Promocion automatica;Rotacion obligatoria;A;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
442;quien puede percibir complemento de especial riesgo?;Todo el personal del SNS-O;Solo personal medico;Personal sanitario en puestos con especial toxicidad, penosidad o peligrosidad;Unicamente personal de enfermeria;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
443;Que area se clasifica en el grupo A de mayor riesgo?;Urgencias Hospitalarias;Quirofanos;Cuidados Intensivos;Onco-hematologia;B;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
444;En el grupo B de riesgo se incluyen:.;Quirofanos y Farmacia;Urgencias Hospitalarias, Cuidados Intensivos, Lab. de Genetica, Anatomia Patologica y Medicina Nuclear;Rehabilitacion y Fisioterapia;Equipos de Atencion Primaria;B;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
445;En que grupo se clasifican las unidades de Onco-hematologia y Farmacia?;Grupo A;Grupo B;Grupo C;Grupo D;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
446;Rehabilitacion, Fisioterapia, Endoscopias, Radiologia y Radioterapia se clasifican en:.;Grupo B;Grupo C;Grupo D;Grupo E;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
447;Donde se clasifican los Equipos de Atencion Primaria segun el riesgo?;Grupo D;Grupo E;Grupo F;No estan clasificados;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
448;Las Urgencias Extrahospitalarias se incluyen en:.;Grupo B (con Urgencias Hospitalarias);Grupo D;Grupo E;Grupo F;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
449;Que tipo de riesgos se consideran para la clasificacion de areas?;Solo riesgos biologicos;Solo riesgos fisicos y quimicos;Riesgos fisicos, quimicos y biologicos;Solo riesgos ergonomicos;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
450;Los Centros de Salud Mental se clasifican en el grupo:.;D;E;F;No estan clasificados;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
451;La compensacion por realizacion de horas extraordinarias se considera:.;Retribucion basica;Retribucion complementaria;Indemnizacion o retribucion especial;Complemento de productividad;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
452;La adscripcion por cambio de destino es:.;Una retribucion complementaria;Un procedimiento de provision de puestos;Una indemnizacion especial;Un complemento de productividad;B;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
453;Las compensaciones por participacion en lineas o programas de investigacion social son:.;Retribuciones basicas;Retribuciones complementarias;Indemnizaciones y otras retribuciones especiales;Complementos de destino;C;Legislacion;Ley Foral 11_92.pdf;leyes;original;2025-09-18;0;0;0
454;Cual es el objeto de la Ley Foral de Salud 10/1990?;Regular unicamente la sanidad publica;Regular las actividades sanitarias publicas y privadas, incluidos los sistemas de aseguramiento;Crear unicamente el Servicio Navarro de Salud;Regular solo la higiene publica;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
455;La Ley Foral de Salud hace referencia al derecho a la proteccion de la salud reconocido en:.;Articulo 41 de la Constitucion;Articulo 42 de la Constitucion;Articulo 43 de la Constitucion;Articulo 44 de la Constitucion;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
456;La asistencia sanitaria publica en Navarra se extiende a:.;Solo ciudadanos espanoles;Solo ciudadanos con seguridad social;Todos los ciudadanos residentes en Navarra con independencia de su situacion legal;Solo trabajadores en activo;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
457;Las prestaciones sanitario-asistenciales ofertadas seran como minimo:.;Las que decida cada centro;Las fijadas para los servicios sanitarios de la Seguridad Social;Las que determine cada municipio;Las establecidas por la OMS;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
458;Cual NO es un principio informador segun el articulo 4?;Concepcion integral de la salud;Eficiencia social de las prestaciones;Centralizacion total de la gestion;Calidad y humanizacion de la asistencia;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
459;Entre los principios informadores se incluye:.;Prohibicion de la sanidad privada;Utilizacion de todos los recursos sanitarios publicos y privados asociados por concierto;Exclusividad del sector publico;Limitacion del acceso por nacionalidad;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
460;los ciudadanos tienen derecho a ser advertidos si los procedimientos pueden ser utilizados:.;Con fines comerciales;En funcion de un proyecto docente o de investigacion;Para publicidad sanitaria;Para estadisticas municipales;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
461;Para procedimientos con fines docentes o de investigacion es imprescindible:.;Solo autorizacion verbal del paciente;Autorizacion del director del centro unicamente;Autorizacion previa y por escrito del paciente;No hace falta autorizacion;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
462;El consentimiento previo y por escrito NO es necesario en:.;Cualquier intervencion quirurgica;Cuando la no intervencion suponga riesgo para la salud publica;Procedimientos esteticos;Tratamientos experimentales;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
463;Si el paciente no esta capacitado para tomar decisiones, se estara a lo dispuesto en:.;La voluntad del medico;La declaracion de voluntad anticipada;La decision familiar unicamente;El protocolo hospitalario;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
464;Si un paciente se niega al tratamiento debe:.;Abandonar inmediatamente el centro;Solicitar y firmar el alta voluntaria;Pagar una multa;Esperar autorizacion judicial;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
465;Si el paciente se niega a firmar el alta voluntaria:.;Permanece ingresado indefinidamente;Se llama a la policia;Corresponde dar el alta a la direccion del centro a propuesta del medico;Se inicia proceso judicial automatico;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
466;Al finalizar la estancia hospitalaria, el paciente recibira:.;Solo recetas medicas;El informe del alta;Una factura detallada;Un certificado de buena conducta;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
